timestamp,user_id,user_role,department,action,resource,resource_sensitivity,login_hour,device_id,ip_address,location,failed_attempts,data_downloaded_mb,privilege_change,audit_log_disabled,usual_device,usual_resource,approved_maintenance_window,label
2026-06-30 14:32:25,VEN-001,External Vendor,Third-Party Services,vendor_portal_login,Approved Maintenance Server,3,14,VEN-001-DEV-01,10.50.1.71,Approved Vendor Network,0,2.12,False,False,True,True,True,normal
2026-06-30 14:40:09,VEN-005,External Vendor,Third-Party Services,review_test_logs,Approved Maintenance Server,3,14,VEN-005-DEV-01,10.50.5.12,Approved Vendor Network,0,1.99,False,False,True,True,True,normal
2026-06-30 14:52:33,APP-005,Application Administrator,Application Operations,check_service_health,Payment Gateway Console,5,14,APP-005-DEV-01,10.40.5.131,Pune Technology Centre,0,3.18,False,False,True,True,True,normal
2026-06-30 15:18:56,VEN-004,External Vendor,Third-Party Services,upload_patch,Vendor Support Portal,2,15,VEN-004-DEV-01,10.50.4.16,Approved Vendor Network,0,1.47,False,False,True,True,True,normal
2026-06-30 15:21:01,DBA-003,Database Administrator,Database Operations,database_login,Customer Records Database,5,15,DBA-003-DEV-01,10.10.3.158,Pune Data Centre,0,1.28,False,False,True,True,True,normal
2026-06-30 15:24:33,VEN-002,External Vendor,Third-Party Services,review_test_logs,Application Test Server,2,15,VEN-002-DEV-01,10.50.2.232,Approved Vendor Network,0,2.65,False,False,True,True,True,normal
2026-06-30 15:31:10,APP-001,Application Administrator,Application Operations,application_login,Internet Banking Application,5,15,APP-001-DEV-01,10.40.1.84,Mumbai HQ,0,1.78,False,False,True,True,True,normal
2026-06-30 15:45:09,DBA-004,Database Administrator,Database Operations,review_database_logs,KYC Database,5,15,DBA-004-DEV-02,10.10.4.167,Pune Data Centre,0,3.56,False,False,True,True,True,normal
2026-06-30 15:55:23,APP-004,Application Administrator,Application Operations,application_login,Loan Processing System,5,15,APP-004-DEV-02,10.40.4.160,Mumbai HQ,0,2.87,False,False,True,True,True,normal
2026-06-30 15:56:22,VEN-001,External Vendor,Third-Party Services,upload_patch,Application Test Server,2,15,VEN-001-DEV-01,10.50.1.177,Approved Vendor Network,0,0.41,False,False,True,True,True,normal
2026-06-30 16:00:30,VEN-001,External Vendor,Third-Party Services,perform_maintenance,Approved Maintenance Server,3,16,VEN-001-DEV-01,10.50.1.163,Approved Vendor Network,0,0.47,False,False,True,True,True,normal
2026-06-30 16:10:03,DBA-002,Database Administrator,Database Operations,download_report,Core Banking Database,5,16,DBA-002-DEV-01,10.10.2.27,Mumbai HQ,0,70.83,False,False,True,True,True,normal
2026-06-30 16:25:08,SEC-001,Security Administrator,Cyber Security Operations,update_firewall_rule,SIEM Platform,4,16,SEC-001-DEV-02,10.30.1.71,Pune Data Centre,0,2.57,False,False,True,True,True,normal
2026-06-30 16:27:13,DBA-001,Database Administrator,Database Operations,download_report,KYC Database,5,16,DBA-001-DEV-02,10.10.1.112,Pune Data Centre,0,59.46,False,False,True,True,True,normal
2026-06-30 16:43:26,AUD-001,Privileged Auditor,Internal Audit,review_audit_logs,Audit Log Repository,4,16,AUD-001-DEV-01,10.60.1.131,Mumbai HQ,0,2.5,False,False,True,True,True,normal
2026-06-30 16:45:19,DBA-002,Database Administrator,Database Operations,download_report,Core Banking Database,5,16,DBA-002-DEV-02,10.10.2.179,Mumbai HQ,0,101.96,False,False,True,True,True,normal
2026-06-30 16:47:46,VEN-003,External Vendor,Third-Party Services,upload_patch,Vendor Support Portal,2,16,VEN-003-DEV-01,10.50.3.166,Approved Vendor Network,0,0.8,False,False,True,True,True,normal
2026-06-30 17:10:04,AUD-005,Privileged Auditor,Internal Audit,download_report,Compliance Reporting System,3,17,AUD-005-DEV-01,10.60.5.85,Regional Audit Office,0,50.14,False,False,True,True,True,normal
2026-06-30 17:11:53,SYS-005,System Administrator,Infrastructure Operations,review_system_logs,Network Configuration System,5,17,SYS-005-DEV-01,10.20.5.217,Mumbai HQ,0,2.71,False,False,True,True,True,normal
2026-06-30 17:17:20,DBA-004,Database Administrator,Database Operations,run_query,Core Banking Database,5,17,DBA-004-DEV-02,10.10.4.235,Pune Data Centre,0,0.0,False,False,True,True,True,normal
2026-06-30 17:26:23,APP-002,Application Administrator,Application Operations,download_report,Mobile Banking Application,5,17,APP-002-DEV-02,10.40.2.207,Mumbai HQ,0,32.96,False,False,True,True,True,normal
2026-06-30 17:34:46,AUD-003,Privileged Auditor,Internal Audit,review_access_records,Access Review Portal,3,17,AUD-003-DEV-01,10.60.3.74,Mumbai HQ,0,2.37,False,False,True,True,True,normal
2026-06-30 17:43:57,SEC-004,Security Administrator,Cyber Security Operations,download_report,Identity and Access Management,5,17,SEC-004-DEV-02,10.30.4.203,Mumbai SOC,0,17.08,False,False,True,True,True,normal
2026-06-30 17:48:27,SYS-003,System Administrator,Infrastructure Operations,server_login,Windows Administration Server,4,17,SYS-003-DEV-02,10.20.3.100,Mumbai HQ,0,3.31,False,False,True,True,True,normal
2026-06-30 17:52:09,SYS-003,System Administrator,Infrastructure Operations,check_server_health,Identity Server,5,17,SYS-003-DEV-01,10.20.3.75,Mumbai HQ,0,3.87,False,False,True,True,True,normal
2026-06-30 18:09:53,APP-005,Application Administrator,Application Operations,download_report,Loan Processing System,5,18,APP-005-DEV-02,10.40.5.196,Mumbai HQ,0,48.7,False,False,True,True,True,normal
2026-06-30 18:10:23,APP-003,Application Administrator,Application Operations,review_application_logs,Loan Processing System,5,18,APP-003-DEV-01,10.40.3.238,Mumbai HQ,0,1.53,False,False,True,True,True,normal
2026-06-30 18:51:15,DBA-003,Database Administrator,Database Operations,backup_database,KYC Database,5,18,DBA-003-DEV-01,10.10.3.107,Mumbai HQ,0,1.88,False,False,True,True,True,normal
2026-06-30 19:02:32,APP-005,Application Administrator,Application Operations,download_report,Mobile Banking Application,5,19,APP-005-DEV-01,10.40.5.203,Pune Technology Centre,0,24.11,False,False,True,True,True,normal
2026-06-30 19:03:55,SYS-005,System Administrator,Infrastructure Operations,update_configuration,Windows Administration Server,4,19,SYS-005-DEV-01,10.20.5.214,Pune Data Centre,0,1.15,False,False,True,True,True,normal
2026-06-30 19:05:46,APP-002,Application Administrator,Application Operations,check_service_health,Loan Processing System,5,19,APP-002-DEV-01,10.40.2.213,Pune Technology Centre,0,2.1,False,False,True,True,True,normal
2026-06-30 19:06:32,SYS-004,System Administrator,Infrastructure Operations,download_report,Identity Server,5,19,SYS-004-DEV-02,10.20.4.234,Mumbai HQ,0,27.41,False,False,True,True,True,normal
2026-07-01 07:08:32,SEC-003,Security Administrator,Cyber Security Operations,update_firewall_rule,Firewall Console,5,7,SEC-003-DEV-02,10.30.3.157,Pune Data Centre,0,0.48,False,False,True,True,True,normal
2026-07-01 09:06:20,APP-002,Application Administrator,Application Operations,update_application_config,Loan Processing System,5,9,APP-002-DEV-01,10.40.2.107,Mumbai HQ,0,2.62,False,False,True,True,True,normal
2026-07-01 09:08:31,AUD-004,Privileged Auditor,Internal Audit,review_audit_logs,Read-Only Customer Records,4,9,AUD-004-DEV-01,10.60.4.216,Regional Audit Office,0,2.77,False,False,True,True,True,normal
2026-07-01 09:21:10,SEC-002,Security Administrator,Cyber Security Operations,review_access_logs,Identity and Access Management,5,9,SEC-002-DEV-01,10.30.2.13,Pune Data Centre,0,0.0,False,False,True,True,True,normal
2026-07-01 09:25:32,APP-001,Application Administrator,Application Operations,update_application_config,Loan Processing System,5,9,APP-001-DEV-02,10.40.1.134,Pune Technology Centre,0,1.87,False,False,True,True,True,normal
2026-07-01 09:36:06,APP-001,Application Administrator,Application Operations,download_report,Mobile Banking Application,5,9,APP-001-DEV-02,10.40.1.93,Mumbai HQ,0,42.75,False,False,True,True,True,normal
2026-07-01 09:36:33,AUD-002,Privileged Auditor,Internal Audit,audit_login,Audit Log Repository,4,9,AUD-002-DEV-01,10.60.2.177,Mumbai HQ,0,2.54,False,False,True,True,True,normal
2026-07-01 09:48:16,SYS-003,System Administrator,Infrastructure Operations,update_configuration,Windows Administration Server,4,9,SYS-003-DEV-01,10.20.3.11,Pune Data Centre,0,2.25,False,False,True,True,True,normal
2026-07-01 09:56:26,DBA-003,Database Administrator,Database Operations,database_login,KYC Database,5,9,DBA-003-DEV-02,10.10.3.210,Pune Data Centre,0,2.17,False,False,True,True,True,normal
2026-07-01 10:12:13,DBA-005,Database Administrator,Database Operations,review_database_logs,Customer Records Database,5,10,DBA-005-DEV-02,10.10.5.35,Mumbai HQ,0,2.36,False,False,True,True,True,normal
2026-07-01 10:22:01,SEC-005,Security Administrator,Cyber Security Operations,review_access_logs,SIEM Platform,4,10,SEC-005-DEV-02,10.30.5.116,Mumbai SOC,0,2.31,False,False,True,True,True,normal
2026-07-01 10:24:56,VEN-002,External Vendor,Third-Party Services,review_test_logs,Approved Maintenance Server,3,10,VEN-002-DEV-01,10.50.2.162,Approved Vendor Network,0,3.5,False,False,True,True,True,normal
2026-07-01 10:31:12,VEN-002,External Vendor,Third-Party Services,download_report,Vendor Support Portal,2,10,VEN-002-DEV-01,10.50.2.222,Approved Vendor Network,0,2.92,False,False,True,True,True,normal
2026-07-01 10:54:48,VEN-005,External Vendor,Third-Party Services,download_report,Application Test Server,2,10,VEN-005-DEV-01,10.50.5.84,Approved Vendor Network,0,8.48,False,False,True,True,True,normal
2026-07-01 11:21:39,SYS-001,System Administrator,Infrastructure Operations,review_system_logs,Identity Server,5,11,SYS-001-DEV-02,10.20.1.228,Pune Data Centre,1,2.26,False,False,True,True,True,normal
2026-07-01 11:24:16,VEN-005,External Vendor,Third-Party Services,download_report,Approved Maintenance Server,3,11,VEN-005-DEV-01,10.50.5.16,Approved Vendor Network,0,7.77,False,False,True,True,True,normal
2026-07-01 11:58:21,SYS-003,System Administrator,Infrastructure Operations,update_configuration,Identity Server,5,11,SYS-003-DEV-01,10.20.3.232,Mumbai HQ,0,2.26,False,False,True,True,True,normal
2026-07-01 13:22:59,APP-004,Application Administrator,Application Operations,review_application_logs,Mobile Banking Application,5,13,APP-004-DEV-01,10.40.4.161,Pune Technology Centre,0,2.5,False,False,True,True,True,normal
2026-07-01 13:24:30,AUD-001,Privileged Auditor,Internal Audit,generate_compliance_report,Audit Log Repository,4,13,AUD-001-DEV-01,10.60.1.176,Regional Audit Office,0,1.51,False,False,True,True,True,normal
2026-07-01 13:24:42,SYS-001,System Administrator,Infrastructure Operations,check_server_health,Network Configuration System,5,13,SYS-001-DEV-01,10.20.1.42,Pune Data Centre,0,3.89,False,False,True,True,True,normal
2026-07-01 14:02:18,SYS-005,System Administrator,Infrastructure Operations,check_server_health,Identity Server,5,14,SYS-005-DEV-01,10.20.5.236,Mumbai HQ,0,2.47,False,False,True,True,True,normal
2026-07-01 14:22:58,APP-004,Application Administrator,Application Operations,download_report,Loan Processing System,5,14,APP-004-DEV-02,10.40.4.79,Mumbai HQ,0,39.66,False,False,True,True,True,normal
2026-07-01 14:33:26,AUD-001,Privileged Auditor,Internal Audit,review_access_records,Audit Log Repository,4,14,AUD-001-DEV-01,10.60.1.68,Regional Audit Office,0,2.1,False,False,True,True,True,normal
2026-07-01 14:34:19,APP-004,Application Administrator,Application Operations,review_application_logs,Payment Gateway Console,5,14,APP-004-DEV-01,10.40.4.33,Mumbai HQ,0,2.96,False,False,True,True,True,normal
2026-07-01 15:17:51,SYS-005,System Administrator,Infrastructure Operations,server_login,Network Configuration System,5,15,SYS-005-DEV-01,10.20.5.120,Mumbai HQ,0,1.55,False,False,True,True,True,normal
2026-07-01 15:17:52,SYS-001,System Administrator,Infrastructure Operations,server_login,Windows Administration Server,4,15,SYS-001-DEV-02,10.20.1.224,Pune Data Centre,0,1.2,False,False,True,True,True,normal
2026-07-01 15:30:34,AUD-003,Privileged Auditor,Internal Audit,audit_login,Read-Only Customer Records,4,15,AUD-003-DEV-01,10.60.3.230,Mumbai HQ,0,2.53,False,False,True,True,True,normal
2026-07-01 15:39:40,VEN-003,External Vendor,Third-Party Services,review_test_logs,Approved Maintenance Server,3,15,VEN-003-DEV-01,10.50.3.177,Approved Vendor Network,1,1.21,False,False,True,True,True,normal
2026-07-01 16:10:36,VEN-002,External Vendor,Third-Party Services,perform_maintenance,Application Test Server,2,16,VEN-002-DEV-01,10.50.2.43,Approved Vendor Network,0,2.69,False,False,True,True,True,normal
2026-07-01 16:20:35,VEN-004,External Vendor,Third-Party Services,vendor_portal_login,Vendor Support Portal,2,16,VEN-004-DEV-01,10.50.4.61,Approved Vendor Network,0,0.48,False,False,True,True,True,normal
2026-07-01 16:41:12,SYS-004,System Administrator,Infrastructure Operations,update_configuration,Network Configuration System,5,16,SYS-004-DEV-01,10.20.4.25,Pune Data Centre,0,2.79,False,False,True,True,True,normal
2026-07-01 17:02:25,APP-003,Application Administrator,Application Operations,application_login,Payment Gateway Console,5,17,APP-003-DEV-02,10.40.3.208,Pune Technology Centre,0,1.28,False,False,True,True,True,normal
2026-07-01 17:52:49,AUD-001,Privileged Auditor,Internal Audit,review_audit_logs,Read-Only Customer Records,4,17,AUD-001-DEV-01,10.60.1.195,Regional Audit Office,0,1.42,False,False,True,True,True,normal
2026-07-01 18:10:42,DBA-003,Database Administrator,Database Operations,database_login,Customer Records Database,5,18,DBA-003-DEV-02,10.10.3.33,Mumbai HQ,0,1.32,False,False,True,True,True,normal
2026-07-01 18:25:31,APP-001,Application Administrator,Application Operations,review_application_logs,Loan Processing System,5,18,APP-001-DEV-02,10.40.1.106,Pune Technology Centre,0,2.32,False,False,True,True,True,normal
2026-07-01 18:32:33,AUD-002,Privileged Auditor,Internal Audit,review_audit_logs,Compliance Reporting System,3,18,AUD-002-DEV-01,10.60.2.102,Mumbai HQ,0,1.1,False,False,True,True,True,normal
2026-07-01 18:52:36,SEC-001,Security Administrator,Cyber Security Operations,review_security_alert,Firewall Console,5,18,SEC-001-DEV-02,10.30.1.174,Mumbai SOC,0,3.08,False,False,True,True,True,normal
2026-07-01 19:30:57,SYS-004,System Administrator,Infrastructure Operations,check_server_health,Windows Administration Server,4,19,SYS-004-DEV-02,10.20.4.128,Pune Data Centre,0,1.92,False,False,True,True,True,normal
2026-07-02 07:32:47,SEC-004,Security Administrator,Cyber Security Operations,update_firewall_rule,SIEM Platform,4,7,SEC-004-DEV-01,10.30.4.121,Mumbai SOC,0,2.07,False,False,True,True,True,normal
2026-07-02 08:05:17,SEC-005,Security Administrator,Cyber Security Operations,investigate_incident,Security Incident Repository,4,8,SEC-005-DEV-01,10.30.5.199,Pune Data Centre,0,2.66,False,False,True,True,True,normal
2026-07-02 08:27:06,SYS-001,System Administrator,Infrastructure Operations,server_login,Network Configuration System,5,8,SYS-001-DEV-01,10.20.1.187,Pune Data Centre,0,0.08,False,False,True,True,True,normal
2026-07-02 09:12:01,SEC-002,Security Administrator,Cyber Security Operations,review_access_logs,Identity and Access Management,5,9,SEC-002-DEV-02,10.30.2.48,Pune Data Centre,0,0.39,False,False,True,True,True,normal
2026-07-02 09:22:16,APP-005,Application Administrator,Application Operations,application_login,Internet Banking Application,5,9,APP-005-DEV-01,10.40.5.108,Pune Technology Centre,0,0.0,False,False,True,True,True,normal
2026-07-02 10:22:19,SEC-005,Security Administrator,Cyber Security Operations,update_firewall_rule,Security Incident Repository,4,10,SEC-005-DEV-01,10.30.5.143,Pune Data Centre,0,2.81,False,False,True,True,True,normal
2026-07-02 10:28:39,SYS-004,System Administrator,Infrastructure Operations,update_configuration,Network Configuration System,5,10,SYS-004-DEV-01,10.20.4.146,Mumbai HQ,0,1.18,False,False,True,True,True,normal
2026-07-02 10:40:55,DBA-005,Database Administrator,Database Operations,review_database_logs,Core Banking Database,5,10,DBA-005-DEV-01,10.10.5.156,Pune Data Centre,0,1.48,False,False,True,True,True,normal
2026-07-02 10:58:05,AUD-002,Privileged Auditor,Internal Audit,download_report,Read-Only Customer Records,4,10,AUD-002-DEV-01,10.60.2.98,Regional Audit Office,0,14.61,False,False,True,True,True,normal
2026-07-02 11:03:13,AUD-003,Privileged Auditor,Internal Audit,review_access_records,Access Review Portal,3,11,AUD-003-DEV-01,10.60.3.125,Regional Audit Office,0,1.4,False,False,True,True,True,normal
2026-07-02 11:04:26,DBA-004,Database Administrator,Database Operations,review_database_logs,Customer Records Database,5,11,DBA-004-DEV-02,10.10.4.116,Mumbai HQ,0,1.52,False,False,True,True,True,normal
2026-07-02 11:32:45,SYS-001,System Administrator,Infrastructure Operations,update_configuration,Network Configuration System,5,11,SYS-001-DEV-02,10.20.1.130,Mumbai HQ,0,1.58,False,False,True,True,True,normal
2026-07-02 11:35:08,DBA-003,Database Administrator,Database Operations,run_query,Database Backup Server,4,11,DBA-003-DEV-02,10.10.3.183,Mumbai HQ,0,0.24,False,False,True,True,True,normal
2026-07-02 12:18:36,APP-001,Application Administrator,Application Operations,update_application_config,Internet Banking Application,5,12,APP-001-DEV-01,10.40.1.202,Pune Technology Centre,0,2.68,False,False,True,True,True,normal
2026-07-02 12:22:25,APP-003,Application Administrator,Application Operations,download_report,Internet Banking Application,5,12,APP-003-DEV-02,10.40.3.76,Mumbai HQ,0,26.0,False,False,True,True,True,normal
2026-07-02 12:51:08,SYS-003,System Administrator,Infrastructure Operations,download_report,Identity Server,5,12,SYS-003-DEV-02,10.20.3.181,Mumbai HQ,0,38.11,False,False,True,True,True,normal
2026-07-02 12:58:37,APP-004,Application Administrator,Application Operations,application_login,Loan Processing System,5,12,APP-004-DEV-01,10.40.4.154,Mumbai HQ,0,3.45,False,False,True,True,True,normal
2026-07-02 13:00:33,DBA-003,Database Administrator,Database Operations,download_report,KYC Database,5,13,DBA-003-DEV-02,10.10.3.120,Mumbai HQ,0,95.94,False,False,True,True,True,normal
2026-07-02 13:06:13,APP-003,Application Administrator,Application Operations,download_report,Mobile Banking Application,5,13,APP-003-DEV-02,10.40.3.135,Mumbai HQ,1,48.29,False,False,True,True,True,normal
2026-07-02 13:38:16,DBA-005,Database Administrator,Database Operations,database_login,Core Banking Database,5,13,DBA-005-DEV-01,10.10.5.182,Mumbai HQ,1,1.67,False,False,True,True,True,normal
2026-07-02 14:08:06,SEC-002,Security Administrator,Cyber Security Operations,download_report,Firewall Console,5,14,SEC-002-DEV-01,10.30.2.22,Mumbai SOC,0,16.33,False,False,True,True,True,normal
2026-07-02 14:17:52,APP-003,Application Administrator,Application Operations,application_login,Loan Processing System,5,14,APP-003-DEV-01,10.40.3.138,Mumbai HQ,0,0.59,False,False,True,True,True,normal
2026-07-02 14:49:52,VEN-001,External Vendor,Third-Party Services,review_test_logs,Application Test Server,2,14,VEN-001-DEV-01,10.50.1.164,Approved Vendor Network,0,1.55,False,False,True,True,True,normal
2026-07-02 15:25:08,VEN-001,External Vendor,Third-Party Services,download_report,Approved Maintenance Server,3,15,VEN-001-DEV-01,10.50.1.54,Approved Vendor Network,0,6.24,False,False,True,True,True,normal
2026-07-02 15:52:23,AUD-005,Privileged Auditor,Internal Audit,audit_login,Read-Only Customer Records,4,15,AUD-005-DEV-01,10.60.5.197,Mumbai HQ,0,1.15,False,False,True,True,True,normal
2026-07-02 15:56:06,AUD-005,Privileged Auditor,Internal Audit,review_audit_logs,Compliance Reporting System,3,15,AUD-005-DEV-01,10.60.5.139,Regional Audit Office,0,2.07,False,False,True,True,True,normal
2026-07-02 16:01:06,VEN-003,External Vendor,Third-Party Services,upload_patch,Application Test Server,2,16,VEN-003-DEV-01,10.50.3.152,Approved Vendor Network,0,1.47,False,False,True,True,True,normal
2026-07-02 16:20:45,VEN-004,External Vendor,Third-Party Services,vendor_portal_login,Application Test Server,2,16,VEN-004-DEV-01,10.50.4.159,Approved Vendor Network,0,2.76,False,False,True,True,True,normal
2026-07-02 16:42:45,DBA-002,Database Administrator,Database Operations,review_database_logs,KYC Database,5,16,DBA-002-DEV-01,10.10.2.85,Mumbai HQ,1,2.38,False,False,True,True,True,normal
2026-07-02 17:30:18,DBA-005,Database Administrator,Database Operations,database_login,KYC Database,5,17,DBA-005-DEV-02,10.10.5.190,Pune Data Centre,0,2.51,False,False,True,True,True,normal
2026-07-02 17:40:06,SYS-005,System Administrator,Infrastructure Operations,download_report,Windows Administration Server,4,17,SYS-005-DEV-01,10.20.5.21,Pune Data Centre,0,31.72,False,False,True,True,True,normal
2026-07-02 17:56:12,APP-001,Application Administrator,Application Operations,check_service_health,Payment Gateway Console,5,17,APP-001-DEV-02,10.40.1.11,Mumbai HQ,0,2.75,False,False,True,True,True,normal
2026-07-02 17:58:38,SYS-004,System Administrator,Infrastructure Operations,check_server_health,Windows Administration Server,4,17,SYS-004-DEV-01,10.20.4.159,Mumbai HQ,0,2.41,False,False,True,True,True,normal
2026-07-03 07:19:50,SYS-001,System Administrator,Infrastructure Operations,review_system_logs,Identity Server,5,7,SYS-001-DEV-02,10.20.1.197,Mumbai HQ,0,2.75,False,False,True,True,True,normal
2026-07-03 07:57:51,SYS-001,System Administrator,Infrastructure Operations,review_system_logs,Windows Administration Server,4,7,SYS-001-DEV-01,10.20.1.28,Pune Data Centre,0,1.81,False,False,True,True,True,normal
2026-07-03 08:01:47,DBA-001,Database Administrator,Database Operations,backup_database,KYC Database,5,8,DBA-001-DEV-01,10.10.1.45,Mumbai HQ,0,2.5,False,False,True,True,True,normal
2026-07-03 08:52:37,AUD-001,Privileged Auditor,Internal Audit,download_report,Access Review Portal,3,8,AUD-001-DEV-01,10.60.1.19,Regional Audit Office,0,70.04,False,False,True,True,True,normal
2026-07-03 08:53:31,SYS-002,System Administrator,Infrastructure Operations,download_report,Network Configuration System,5,8,SYS-002-DEV-02,10.20.2.18,Pune Data Centre,0,29.56,False,False,True,True,True,normal
2026-07-03 08:59:28,SEC-003,Security Administrator,Cyber Security Operations,update_firewall_rule,SIEM Platform,4,8,SEC-003-DEV-01,10.30.3.23,Pune Data Centre,0,2.77,False,False,True,True,True,normal
2026-07-03 09:15:35,APP-002,Application Administrator,Application Operations,download_report,Loan Processing System,5,9,APP-002-DEV-01,10.40.2.227,Pune Technology Centre,0,35.45,False,False,True,True,True,normal
2026-07-03 09:26:37,SEC-002,Security Administrator,Cyber Security Operations,update_firewall_rule,SIEM Platform,4,9,SEC-002-DEV-02,10.30.2.77,Mumbai SOC,0,0.13,False,False,True,True,True,normal
2026-07-03 09:33:16,AUD-001,Privileged Auditor,Internal Audit,generate_compliance_report,Compliance Reporting System,3,9,AUD-001-DEV-01,10.60.1.100,Regional Audit Office,0,1.14,False,False,True,True,True,normal
2026-07-03 09:51:05,AUD-002,Privileged Auditor,Internal Audit,review_audit_logs,Access Review Portal,3,9,AUD-002-DEV-01,10.60.2.32,Mumbai HQ,0,0.37,False,False,True,True,True,normal
2026-07-03 10:03:25,APP-002,Application Administrator,Application Operations,update_application_config,Mobile Banking Application,5,10,APP-002-DEV-02,10.40.2.177,Mumbai HQ,0,0.79,False,False,True,True,True,normal
2026-07-03 10:04:33,APP-002,Application Administrator,Application Operations,download_report,Internet Banking Application,5,10,APP-002-DEV-01,10.40.2.122,Pune Technology Centre,0,41.62,False,False,True,True,True,normal
2026-07-03 10:25:21,DBA-003,Database Administrator,Database Operations,backup_database,Core Banking Database,5,10,DBA-003-DEV-02,10.10.3.99,Pune Data Centre,0,0.52,False,False,True,True,True,normal
