timestamp,user_id,user_role,department,action,resource,resource_sensitivity,login_hour,device_id,ip_address,location,failed_attempts,data_downloaded_mb,privilege_change,audit_log_disabled,usual_device,usual_resource,approved_maintenance_window,label,rule_score,rule_reasons,triggered_rules,ml_anomaly_strength,ml_score,ml_prediction,final_score,risk_tier
2026-06-30 10:52:20,SEC-001,Security Administrator,Cyber Security Operations,download_report,Identity and Access Management,5,10,SEC-001-DEV-01,10.30.1.205,Mumbai SOC,0,33.36,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Identity and Access Management""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4995677758213881,0.0,normal,12.0,Low
2026-06-30 11:04:41,SYS-004,System Administrator,Infrastructure Operations,server_login,Network Configuration System,5,11,SYS-004-DEV-02,10.20.4.158,Mumbai HQ,0,1.03,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Network Configuration System""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4355301477385017,0.0,normal,12.0,Low
2026-06-30 11:40:31,AUD-002,Privileged Auditor,Internal Audit,generate_compliance_report,Audit Log Repository,4,11,AUD-002-DEV-01,10.60.2.227,Regional Audit Office,0,2.26,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Audit Log Repository""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4366073420270766,0.0,normal,12.0,Low
2026-06-30 11:51:03,APP-001,Application Administrator,Application Operations,download_report,Loan Processing System,5,11,APP-001-DEV-02,10.40.1.162,Mumbai HQ,0,36.38,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Loan Processing System""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4979488127414744,0.0,normal,12.0,Low
2026-06-30 11:53:42,VEN-002,External Vendor,Third-Party Services,download_report,Vendor Support Portal,2,11,VEN-002-DEV-01,10.50.2.34,Approved Vendor Network,0,27.27,False,False,True,True,True,normal,0,"[""No rule-based risk indicators detected""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": false}",0.5790365343281122,70.0,normal,28.0,Low
2026-06-30 12:45:05,SYS-004,System Administrator,Infrastructure Operations,download_report,Linux Production Server,4,12,SYS-004-DEV-01,10.20.4.73,Pune Data Centre,1,52.17,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Linux Production Server""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.6760316148252152,97.33,anomaly,50.93,Medium
2026-06-30 13:15:29,SEC-003,Security Administrator,Cyber Security Operations,update_firewall_rule,Firewall Console,5,13,SEC-003-DEV-02,10.30.3.58,Mumbai SOC,0,2.92,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Firewall Console""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4219294981529016,0.0,normal,12.0,Low
2026-06-30 13:46:56,APP-003,Application Administrator,Application Operations,application_login,Internet Banking Application,5,13,APP-003-DEV-02,10.40.3.216,Pune Technology Centre,0,2.24,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Internet Banking Application""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4172336492409141,0.0,normal,12.0,Low
2026-06-30 14:06:33,SYS-001,System Administrator,Infrastructure Operations,review_system_logs,Identity Server,5,14,SYS-001-DEV-01,10.20.1.114,Mumbai HQ,0,2.17,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Identity Server""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4098400139140089,0.0,normal,12.0,Low
2026-06-30 14:13:29,VEN-004,External Vendor,Third-Party Services,perform_maintenance,Approved Maintenance Server,3,14,VEN-004-DEV-01,10.50.4.37,Approved Vendor Network,0,3.96,False,False,True,True,True,normal,0,"[""No rule-based risk indicators detected""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": false}",0.4646057260422181,0.0,normal,0.0,Low
2026-06-30 14:16:53,DBA-004,Database Administrator,Database Operations,database_login,Database Backup Server,4,14,DBA-004-DEV-01,10.10.4.201,Mumbai HQ,1,1.93,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Database Backup Server""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.6090926938483293,80.67,anomaly,44.27,Medium
2026-06-30 14:25:26,SYS-002,System Administrator,Infrastructure Operations,server_login,Windows Administration Server,4,14,SYS-002-DEV-02,10.20.2.90,Pune Data Centre,0,2.81,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Windows Administration Server""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4365684110026787,0.0,normal,12.0,Low
2026-06-30 14:32:25,VEN-001,External Vendor,Third-Party Services,vendor_portal_login,Approved Maintenance Server,3,14,VEN-001-DEV-01,10.50.1.71,Approved Vendor Network,0,2.12,False,False,True,True,True,normal,0,"[""No rule-based risk indicators detected""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": false}",0.450078824480656,0.0,normal,0.0,Low
2026-06-30 14:40:09,VEN-005,External Vendor,Third-Party Services,review_test_logs,Approved Maintenance Server,3,14,VEN-005-DEV-01,10.50.5.12,Approved Vendor Network,0,1.99,False,False,True,True,True,normal,0,"[""No rule-based risk indicators detected""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": false}",0.4509459895878943,0.0,normal,0.0,Low
2026-06-30 14:52:33,APP-005,Application Administrator,Application Operations,check_service_health,Payment Gateway Console,5,14,APP-005-DEV-01,10.40.5.131,Pune Technology Centre,0,3.18,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Payment Gateway Console""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4197717173516453,0.0,normal,12.0,Low
2026-06-30 15:18:56,VEN-004,External Vendor,Third-Party Services,upload_patch,Vendor Support Portal,2,15,VEN-004-DEV-01,10.50.4.16,Approved Vendor Network,0,1.47,False,False,True,True,True,normal,0,"[""No rule-based risk indicators detected""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": false}",0.5125231786882105,0.0,normal,0.0,Low
2026-06-30 15:21:01,DBA-003,Database Administrator,Database Operations,database_login,Customer Records Database,5,15,DBA-003-DEV-01,10.10.3.158,Pune Data Centre,0,1.28,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Customer Records Database""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4380964100583713,0.0,normal,12.0,Low
2026-06-30 15:24:33,VEN-002,External Vendor,Third-Party Services,review_test_logs,Application Test Server,2,15,VEN-002-DEV-01,10.50.2.232,Approved Vendor Network,0,2.65,False,False,True,True,True,normal,0,"[""No rule-based risk indicators detected""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": false}",0.5169660717689755,0.0,normal,0.0,Low
2026-06-30 15:31:10,APP-001,Application Administrator,Application Operations,application_login,Internet Banking Application,5,15,APP-001-DEV-01,10.40.1.84,Mumbai HQ,0,1.78,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Internet Banking Application""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4318564389662475,0.0,normal,12.0,Low
2026-06-30 15:45:09,DBA-004,Database Administrator,Database Operations,review_database_logs,KYC Database,5,15,DBA-004-DEV-02,10.10.4.167,Pune Data Centre,0,3.56,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: KYC Database""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4454559630881752,0.0,normal,12.0,Low
2026-06-30 15:55:23,APP-004,Application Administrator,Application Operations,application_login,Loan Processing System,5,15,APP-004-DEV-02,10.40.4.160,Mumbai HQ,0,2.87,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Loan Processing System""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4341771200047889,0.0,normal,12.0,Low
2026-06-30 15:56:22,VEN-001,External Vendor,Third-Party Services,upload_patch,Application Test Server,2,15,VEN-001-DEV-01,10.50.1.177,Approved Vendor Network,0,0.41,False,False,True,True,True,normal,0,"[""No rule-based risk indicators detected""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": false}",0.5492822430685838,47.33,normal,18.93,Low
2026-06-30 16:00:30,VEN-001,External Vendor,Third-Party Services,perform_maintenance,Approved Maintenance Server,3,16,VEN-001-DEV-01,10.50.1.163,Approved Vendor Network,0,0.47,False,False,True,True,True,normal,0,"[""No rule-based risk indicators detected""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": false}",0.5078052411799663,0.0,normal,0.0,Low
2026-06-30 16:10:03,DBA-002,Database Administrator,Database Operations,download_report,Core Banking Database,5,16,DBA-002-DEV-01,10.10.2.27,Mumbai HQ,0,70.83,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Core Banking Database""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.5453662446836133,41.33,normal,28.53,Low
2026-06-30 16:25:08,SEC-001,Security Administrator,Cyber Security Operations,update_firewall_rule,SIEM Platform,4,16,SEC-001-DEV-02,10.30.1.71,Pune Data Centre,0,2.57,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: SIEM Platform""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4360708396676709,0.0,normal,12.0,Low
2026-06-30 16:27:13,DBA-001,Database Administrator,Database Operations,download_report,KYC Database,5,16,DBA-001-DEV-02,10.10.1.112,Pune Data Centre,0,59.46,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: KYC Database""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.5319022687690304,21.33,normal,20.53,Low
2026-06-30 16:43:26,AUD-001,Privileged Auditor,Internal Audit,review_audit_logs,Audit Log Repository,4,16,AUD-001-DEV-01,10.60.1.131,Mumbai HQ,0,2.5,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Audit Log Repository""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4364266729308936,0.0,normal,12.0,Low
2026-06-30 16:45:19,DBA-002,Database Administrator,Database Operations,download_report,Core Banking Database,5,16,DBA-002-DEV-02,10.10.2.179,Mumbai HQ,0,101.96,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Core Banking Database""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.569714496461485,62.67,normal,37.07,Medium
2026-06-30 16:47:46,VEN-003,External Vendor,Third-Party Services,upload_patch,Vendor Support Portal,2,16,VEN-003-DEV-01,10.50.3.166,Approved Vendor Network,0,0.8,False,False,True,True,True,normal,0,"[""No rule-based risk indicators detected""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": false}",0.5314483016690287,20.0,normal,8.0,Low
2026-06-30 17:10:04,AUD-005,Privileged Auditor,Internal Audit,download_report,Compliance Reporting System,3,17,AUD-005-DEV-01,10.60.5.85,Regional Audit Office,0,50.14,False,False,True,True,True,normal,0,"[""No rule-based risk indicators detected""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": false}",0.5803731117315163,71.33,normal,28.53,Low
2026-06-30 17:11:53,SYS-005,System Administrator,Infrastructure Operations,review_system_logs,Network Configuration System,5,17,SYS-005-DEV-01,10.20.5.217,Mumbai HQ,0,2.71,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Network Configuration System""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4311053052081789,0.0,normal,12.0,Low
2026-06-30 17:17:20,DBA-004,Database Administrator,Database Operations,run_query,Core Banking Database,5,17,DBA-004-DEV-02,10.10.4.235,Pune Data Centre,0,0.0,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Core Banking Database""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.540509301201442,36.0,normal,26.4,Low
2026-06-30 17:26:23,APP-002,Application Administrator,Application Operations,download_report,Mobile Banking Application,5,17,APP-002-DEV-02,10.40.2.207,Mumbai HQ,0,32.96,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Mobile Banking Application""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.5056711544765214,0.0,normal,12.0,Low
2026-06-30 17:34:46,AUD-003,Privileged Auditor,Internal Audit,review_access_records,Access Review Portal,3,17,AUD-003-DEV-01,10.60.3.74,Mumbai HQ,0,2.37,False,False,True,True,True,normal,0,"[""No rule-based risk indicators detected""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": false}",0.4753174419573439,0.0,normal,0.0,Low
2026-06-30 17:43:57,SEC-004,Security Administrator,Cyber Security Operations,download_report,Identity and Access Management,5,17,SEC-004-DEV-02,10.30.4.203,Mumbai SOC,0,17.08,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Identity and Access Management""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4997207113201136,0.0,normal,12.0,Low
2026-06-30 17:48:27,SYS-003,System Administrator,Infrastructure Operations,server_login,Windows Administration Server,4,17,SYS-003-DEV-02,10.20.3.100,Mumbai HQ,0,3.31,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Windows Administration Server""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.445350385127739,0.0,normal,12.0,Low
2026-06-30 17:52:09,SYS-003,System Administrator,Infrastructure Operations,check_server_health,Identity Server,5,17,SYS-003-DEV-01,10.20.3.75,Mumbai HQ,0,3.87,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Identity Server""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4440552788001066,0.0,normal,12.0,Low
2026-06-30 18:09:53,APP-005,Application Administrator,Application Operations,download_report,Loan Processing System,5,18,APP-005-DEV-02,10.40.5.196,Mumbai HQ,0,48.7,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Loan Processing System""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.5637168664247436,58.67,normal,35.47,Medium
2026-06-30 18:10:23,APP-003,Application Administrator,Application Operations,review_application_logs,Loan Processing System,5,18,APP-003-DEV-01,10.40.3.238,Mumbai HQ,0,1.53,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Loan Processing System""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.465663000444227,0.0,normal,12.0,Low
2026-06-30 18:51:15,DBA-003,Database Administrator,Database Operations,backup_database,KYC Database,5,18,DBA-003-DEV-01,10.10.3.107,Mumbai HQ,0,1.88,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: KYC Database""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4652872018408059,0.0,normal,12.0,Low
2026-06-30 19:02:32,APP-005,Application Administrator,Application Operations,download_report,Mobile Banking Application,5,19,APP-005-DEV-01,10.40.5.203,Pune Technology Centre,0,24.11,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Mobile Banking Application""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.5321404704086513,22.0,normal,20.8,Low
2026-06-30 19:03:55,SYS-005,System Administrator,Infrastructure Operations,update_configuration,Windows Administration Server,4,19,SYS-005-DEV-01,10.20.5.214,Pune Data Centre,0,1.15,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Windows Administration Server""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.5207066284581976,0.0,normal,12.0,Low
2026-06-30 19:05:46,APP-002,Application Administrator,Application Operations,check_service_health,Loan Processing System,5,19,APP-002-DEV-01,10.40.2.213,Pune Technology Centre,0,2.1,False,False,True,True,True,normal,20,"[""Accessed high-sensitivity resource: Loan Processing System""]","{""after_hours_login"": false, ""unknown_device"": false, ""unusual_resource"": false, ""repeated_failed_attempts"": false, ""mass_download"": false, ""privilege_escalation"": false, ""audit_logging_disabled"": false, ""sensitive_data_access"": true}",0.4732711620859681,0.0,normal,12.0,Low
